IncidentID	Date	Location	Attack type	Weapon	Total killed	Israelis killed	Palestinians killed	Others killed	Total wounded	Israelis wounded	Palestinians wounded	Others wounded	Total casualties	Claimed by	Attributed to	Description	Context	Target type
295	01/09/10	West Bank	Non-suicide attack	Gun	0	0	0	0	2	2	0	0	2	Hamas/Qassam Brigades		"""Late Wednesday two Israelis were wounded in a shooting as they drove in a car near the Jewish settlement of Rimonim, an Israeli army spokesman said."""	"""Hamas... is vehemently opposed to the talks which Israeli Prime Minister Benjamin Netanyahu and Palestinian president Mahmud Abbas are relaunching in Washington."""	Civilian
296	24/02/11	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas + other	"Grad hits Beersheva. IDF reports it retaliated at ""a terrorist squad in the northern Gaza Strip, in the same location where rockets were fired towards the Israeli city of Beersheva."" Palestinian sources said all sites hit by the IDF were Hamas training centers. Leads to conclusion that Israel, at least, believed the attacks were launched by militants at Hamas training camps, making it likely Hamas was to blame.
""The left-wing Popular Front for the Liberation of Palestinian and the Ezzedine al-Qassem Brigades also issued statements saying they had fired mortar shells into Israel on Wednesday night."" No further info on that, which is why I didn't make a separate incident for it."	Israel retaliates, see description.	Civilian
297	19/03/11	Israel	Non-suicide attack	Mortar	0	0	0	0	2	2	0	0	2	Hamas/Qassam Brigades		"""Israel said 49 mortar bombs fell on or around Israeli communities near the border with the Gaza Strip.""
""An Israeli military spokesman said two civilians were lightly wounded when three projectiles fell on Pithat Shalom in the Negev desert."""	"""three days after an Israeli air strike killed two of [the Qassam Brigades'] members in the Gaza Strip."""	Civilian
298	07/04/11	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1			1	Hamas/Qassam Brigades		"""Hamas militants fired an anti-tank missile at an Israeli school bus on Thursday, critically injuring a teenager, prompting the army to pound the the Gaza Strip, killing four and wounding more than 30. After the missile slammed into the bus, the Palestinians lobbed at least 45 mortar rounds and several rockets into southern Israel, hitting a house, and the army responded by staging multiple raids across the enclave."""	"""Late Thursday, in a bid to prevent further Israeli strikes, Hamas said it had got most armed Palestinian factions in Gaza to sign on to a ceasefire.
As the rockets flew over the border, Israel's Iron Dome short-range missile defence system intercepted a projectile heading for the southern port city of Ashkelon, in what was the first time such a system has ever been successfully used anywhere in a combat situation."""	Civilian
299	09/04/11	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/QB + PIJ	"""Following the strikes, the self-declared truce called by Hamas appeared meaningless, with both Hamas and Islamic Jihad claiming mortar and rocket attacks on Israel on Friday.""
No Israeli casualties mentioned... somewhat poorly written."	"Attack on a school bus, then truce declaration, the day before (see incident 298).

Israel kills senior Hamas militant Tayser Abu Snima later that day in retaliation (source 397)."	Civilian
300	20/08/11	Israel	Non-suicide attack	Rocket	0	0	0	0	2	2	0	0	2	Hamas/Qassam Brigades		"""The armed wing of Hamas said on Saturday it had fired four Grad rockets at the Israeli town of Ofakim, where officials earlier reported two children had been lightly wounded."""	"""third day of tit-for-tat attacks"""	Civilian
301	19/06/12	Israel	Non-suicide attack	Rocket	0	0	0	0	2	2	0	0	2	Hamas + other		"""Militants from the armed wing of the ruling Hamas movement said they had fired at least 10 rockets into Israel and would continue unless the air strikes ended.""

NOTE: 45 rockets launched, 10 claimed by Hamas. No way of knowing if it was actually the Hamas rockets that caused the injuries in a direct hit to a border police outpost in Yad Mordechai."	"-""The sharp increase in rocket fire came... shortly after an afternoon [Israeli] air strike targeted two men on a motorcycle in the central Gaza town of Deir al-Balah, injuring one of them critically.""
-Sunday night/Monday morning, ""gunmen from Sinai carried out an ambush along Israel's southern border with Egypt, killing an Israeli civilian."" IDF says its strikes ""in no way related"" to this border attack.
-Hamas agrees Egypt-brokered truce again next day (source 396)."	Mixed
302	08/10/12	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/QB + PIJ		"""23 rockets and mortars hit southern Israel on Monday, causing light damages to electric cables and a number of structures, including a home and a sheep pen, but resulting in no injuries. Most of the projectiles were fired at communities in the vicinity of the town Ofakim, primarily the Eshkol region."""	"-""In response to the injury of civilians in the most recent strike on Rafah""
-""...first time since June that Hamas has taken responsibility for rockets fired into Israel.""
-IDF launched attack near Khan Yunis, targeting ""terrorist squads responsible for the rocket fire."" Witnesses also say 2 mosques hit, IDF confirmed, saying it ""had fired at a Hamas position in a...  mosque."""	Civilian
303	24/10/12	Israel	Non-suicide attack	Rocket	0	0	0	0	6	0	0	6	6	Hamas + other		"""Israel's military said armed groups had fired 72 rockets and mortar shells over the border since midnight, injuring six, two of them seriously. Police said two Thais were ""seriously to critically wounded"" and a third had light injuries.

Militants from Hamas and the PRC claimed responsibility for the rocket fire."""	"""Several hours after the militants fired the first rockets late Tuesday [not clear if Hamas also responsible for these], Israeli aircraft killed two militants from Hamas' armed wing, the Ezzedine al-Qassam Brigades, in northern Gaza, sparking even more rocket fire.
An early-morning raid near southern city of Rafah killed a third militant from the Popular Resistance Committees (PRC), and later a Hamas militant hurt in the evening strikes died of his injuries, medics said."""	Civilian
304	29/10/12	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""'At least 18 rockets were fired at Israeli territory, without causing injuries or damage,' police spokesman Micky Rosenfeld told AFP...""

""[T]he Ezzedine al-Qassam Brigades... named at least five areas in southern Israel where it had targeted 'military sites' -- Sufa, Kissufim, Beeri, Yad Mordechai and Nahal Oz."""	"""'This shelling was in response to the continuous Zionist bombing and terrorising of peaceful citizens, which most recently killed Suleiman Kamel al-Qara, as well as in response to the repeated incursions and attacks carried out by the occupation,' the group said referring to one of its own militants."""	
305	08/11/12	Israel	Non-suicide attack	Bomb	0	0	0	0	1	1	0	0	1	Hamas/Qassam Brigades		"""an Israeli soldier was wounded near the border east of Khan Yunis when a tunnel packed with explosives was detonated in an attack"""	"""Several hours earlier, a 13-year-old Palestinian was shot dead by gunfire from an Israeli helicopter in the same area, medics and witnesses said."""	Military
